SpeciesCode,ScientificName,CommonName,Tree Type,SppValueAssignment,Species Rating (%),Basic Price ($/sq in),Palm Trunk Cost($/ft),Replacement Cost ($),TAr (sq Inches),region
BDL OTHER,Broadleaf Deciduous Large,Broadleaf Deciduous Large,BDL,ACSA2,90,66,0,530,7.0650048828125,PiedmtCLT
BDM OTHER,Broadleaf Deciduous Medium,Broadleaf Deciduous Medium,BDM,BENI,75,66,0,530,7.0650048828125,PiedmtCLT
BDS OTHER,Broadleaf Deciduous Small,Broadleaf Deciduous Small,BDS,COFL,90,66,0,530,7.0650048828125,PiedmtCLT
BEL OTHER,Broadleaf Evergreen Large,Broadleaf Evergreen Large,BEL,QUNI,67,66,0,530,7.0650048828125,PiedmtCLT
BEM OTHER,Broadleaf Evergreen Medium,Broadleaf Evergreen Medium,BEM,MAGR,90,66,0,530,7.0650048828125,PiedmtCLT
BES OTHER,Broadleaf Evergreen Small,Broadleaf Evergreen Small,BES,ILOP,90,66,0,530,7.0650048828125,PiedmtCLT
CEL OTHER,Conifer Evergreen Large,Conifer Evergreen Large,CEL,PIEC,60,66,0,530,7.0650048828125,PiedmtCLT
CEM OTHER,Conifer Evergreen Medium,Conifer Evergreen Medium,CEM,JUVI,70,66,0,530,7.0650048828125,PiedmtCLT
CES OTHER,Conifer Evergreen Small,Conifer Evergreen Small,CES,PICO5,70,66,0,530,7.0650048828125,PiedmtCLT
PEL OTHER,Palm Evergreen Large,Palm Evergreen Large,PEL,PHDA4,70,0,170,3825,15,PiedmtCLT
PEM OTHER,Palm Evergreen Medium,Palm Evergreen Medium,PEM,WARO,50,0,40,900,15,PiedmtCLT
PES OTHER,Palm Evergreen Small,Palm Evergreen Small,PES,WAFI,50,0,60,1350,15,PiedmtCLT
AB,Abies  species,Fir,CEL,CEL OTHER,80,66,0,530,7.0650048828125,NoEastXXX
ABBA,Abies balsamea,Balsam fir,CEL,CEL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
ABCO,Abies concolor,White fir,CEL,CEL OTHER,100,66,0,530,7.0650048828125,NoEastXXX
ABHO,Abies holophylla,Manchurian fir,CEL,CEL OTHER,80,66,0,530,7.0650048828125,NoEastXXX
AC,Acer  species,Maple,BDM,ACPL,60,66,0,530,7.0650048828125,NoEastXXX
ACBU,Acer buergerianum,Trident maple,BDS,ACPL,60,66,0,530,7.0650048828125,NoEastXXX
ACCA,Acer campestre,Hedge maple,BDM,ACPL,80,66,0,530,7.0650048828125,NoEastXXX
ACGI,Acer ginnala,Amur maple,BDS,ACPL,80,66,0,530,7.0650048828125,NoEastXXX
ACNE,Acer negundo,Boxelder,BDM,ACPL,40,66,0,530,7.0650048828125,NoEastXXX
ACPA,Acer palmatum,Japanese maple,BDS,ACPL,80,66,0,530,7.0650048828125,NoEastXXX
ACPE,Acer pensylvanicum,Striped maple,BDS,ACPL,60,66,0,530,7.0650048828125,NoEastXXX
ACPL,Acer platanoides,Norway maple,BDL,ACPL,60,66,0,530,7.0650048828125,NoEastXXX
ACPLCO,Acer platanoides 'columnare',Columnare maple,BDL,ACPL,60,66,0,530,7.0650048828125,NoEastXXX
ACPLCR,Acer platanoides 'Crimson king',Crimson king maple,BDL,ACPL,60,66,0,530,7.0650048828125,NoEastXXX
ACPLSC,Acer platanoides 'schwedleri',Schwedleri Norway maple,BDL,ACPL,60,66,0,530,7.0650048828125,NoEastXXX
ACPS,Acer pseudoplatanus,Sycamore maple,BDL,ACPL,60,66,0,530,7.0650048828125,NoEastXXX
ACRU,Acer rubrum,Red maple,BDM,ACRU,90,66,0,530,7.0650048828125,NoEastXXX
ACRUAR,Acer rubrum 'armstrong',Scarlet maple,BDM,ACRU,90,66,0,530,7.0650048828125,NoEastXXX
ACRUOC,Acer rubrum 'October glory',October glory red maple,BDM,ACRU,90,66,0,530,7.0650048828125,NoEastXXX
ACSA1,Acer saccharinum,Silver maple,BDL,ACSA1,40,66,0,530,7.0650048828125,NoEastXXX
ACSA2,Acer saccharum,Sugar maple,BDL,ACSA2,40,66,0,530,7.0650048828125,NoEastXXX
ACSA2GR,Acer saccharum 'green mountain',Green mountain sugar maple,BDL,ACSA2,40,66,0,530,7.0650048828125,NoEastXXX
AECA,Aesculus x carnea,Red horsechestnut,BDM,AEHI,60,66,0,530,7.0650048828125,NoEastXXX
AEHI,Aesculus hippocastanum,Horsechestnut,BDL,AEHI,40,66,0,530,7.0650048828125,NoEastXXX
AEOC,Aesculus octandra,Yellow buckeye,BDL,AEHI,40,66,0,530,7.0650048828125,NoEastXXX
AIAL,Ailanthus altissima,Tree of heaven,BDL,BDL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
ALJU,Albizia julibrissin,Mimosa,BDS,BDS OTHER,20,66,0,530,7.0650048828125,NoEastXXX
AM,Amelanchier  species,Serviceberry,BDS,BDS OTHER,80,66,0,530,7.0650048828125,NoEastXXX
AMAR,Amelanchier arborea,Downy serviceberry,BDS,BDS OTHER,80,66,0,530,7.0650048828125,NoEastXXX
AMCA,Amelanchier canadensis,Eastern service berry,BDS,BDS OTHER,80,66,0,530,7.0650048828125,NoEastXXX
ARAR,Araucaria araucana,Monkeypuzzle tree,CEL,CEL OTHER,40,66,0,530,7.0650048828125,NoEastXXX
AREX,Araucaria excelsa,Norfolk island pine,CEL,CEL OTHER,70,66,0,530,7.0650048828125,NoEastXXX
ASTR,Asimina triloba,Pawpaw,BDS,BDS OTHER,40,66,0,530,7.0650048828125,NoEastXXX
BE,Betula  species,Birch,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
BEAL,Betula alleghaniensis,Yellow birch,BDL,BDL OTHER,40,66,0,530,7.0650048828125,NoEastXXX
BELE,Betula lenta,Black birch,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
BENI,Betula nigra,River birch,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
BEPA,Betula papyrifera,Paper birch,BDL,BDL OTHER,40,66,0,530,7.0650048828125,NoEastXXX
BEPE,Betula pendula,European white birch,BDM,BDM OTHER,20,66,0,530,7.0650048828125,NoEastXXX
BEPEGR,Betula pendula gracilis,Weeping birch,BDM,BDM OTHER,20,66,0,530,7.0650048828125,NoEastXXX
BEPO,Betula populifolia,Gray birch,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
BRPA,Broussonetia papyrifera,Paper mulberry,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
BUCA,Butia capitata,Jelly palm,PES,BUCA,70,0,24,540,15,NoEastXXX
CA1,Carya  species,Hickory,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CABE,Carpinus betulus,European hornbeam,BDM,BDM OTHER,80,66,0,530,7.0650048828125,NoEastXXX
CABI,Catalpa bignonioides,Southern catalpa,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
CACA,Carpinus caroliniana,American hornbeam,BDM,BDM OTHER,80,66,0,530,7.0650048828125,NoEastXXX
CACO,Carya cordiformis,Bitternut hickory,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CADE,Castanea dentata,American chestnut,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CAEQ,Casuarina equisetifolia,Australian pine,CEL,CEL OTHER,70,66,0,530,7.0650048828125,NoEastXXX
CAGL,Carya glabra,Pignut hickory,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CAJA,Carpinus japonica,Japanese hornbeam,BDM,BDM OTHER,80,66,0,530,7.0650048828125,NoEastXXX
CAMO,Castanea mollissima,Chinese chestnut,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
CAOV,Carya ovata,Shagbark hickory,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CAPU,Castanea pumila,Alleghany chinkapin,BDS,BDS OTHER,50,66,0,530,7.0650048828125,NoEastXXX
CASP,Catalpa speciosa,Northern catalpa,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
CATE,Carya texana,Black hickory,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CATO,Carya alba,Mockernut hickory,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CEAT,Cedrus atlantica,Atlas cedar,CEM,CEM OTHER,90,66,0,530,7.0650048828125,NoEastXXX
CECA,Cercis canadensis,Eastern redbud,BDS,BDS OTHER,40,66,0,530,7.0650048828125,NoEastXXX
CEDE,Cedrus deodara,Deodar cedar,CEL,CEL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CEJA,Cercidiphyllum japonicum,Katsura tree,BDM,BDM OTHER,100,66,0,530,7.0650048828125,NoEastXXX
CEOC,Celtis occidentalis,Northern hackberry,BDL,BDL OTHER,50,66,0,530,7.0650048828125,NoEastXXX
CHTH,Chamaecyparis thyoides,Atlantic white cedar,CEM,CEM OTHER,80,66,0,530,7.0650048828125,NoEastXXX
CISP,Citrus  species,Citrus,BES,BES OTHER,80,66,0,530,7.0650048828125,NoEastXXX
CLLU,Cladrastis kentukea,Yellowwood,BDM,BDM OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CO1,Cornus  species,Dogwood,BDS,BDS OTHER,90,66,0,530,7.0650048828125,NoEastXXX
CO2,Corylus  species,Hazelnut,BDS,BDS OTHER,80,66,0,530,7.0650048828125,NoEastXXX
COCO2,Corylus colurna,Turkish hazelnut,BDL,BDL OTHER,80,66,0,530,7.0650048828125,NoEastXXX
COFL,Cornus florida,Flowering dogwood,BDS,BDS OTHER,40,66,0,530,7.0650048828125,NoEastXXX
COKO,Cornus kousa,Kousa dogwood,BDS,BDS OTHER,90,66,0,530,7.0650048828125,NoEastXXX
COMA,Cornus mas,Cornelian cherry,BDS,BDS OTHER,90,66,0,530,7.0650048828125,NoEastXXX
CR,Crataegus  species,Hawthorn,BDS,BDS OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CRCR,Crataegus crus-galli,Cockspur hawthorn,BDS,BDS OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CRJA,Cryptomeria japonica,Japanese red cedar,CEL,CEL OTHER,90,66,0,530,7.0650048828125,NoEastXXX
CRMO2,Crataegus mollis 'scheele',Arnold hawthorn,BDS,BDS OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CRPH,Crataegus phaenopyrum,Washington hawthorn,BDS,BDS OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CRVI,Crataegus viridis,Green hawthorn,BDS,BDS OTHER,60,66,0,530,7.0650048828125,NoEastXXX
CULE,x Cupressocyparis leylandii,Leyland cypress,CEL,CEL OTHER,40,66,0,530,7.0650048828125,NoEastXXX
DIVI,Diospyros virginiana,Common persimmon,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
ELAN,Elaeagnus angustifolia,Russian olive,BDS,BDS OTHER,40,66,0,530,7.0650048828125,NoEastXXX
ELUM,Elaeagnus umbellata,Autumn olive,BES,BES OTHER,40,66,0,530,7.0650048828125,NoEastXXX
EUUL,Eucommia ulmoides,Hardy rubber tree,BDL,BDL OTHER,50,66,0,530,7.0650048828125,NoEastXXX
FA,Fagus  species,Beech,BDL,BDL OTHER,70,66,0,530,7.0650048828125,NoEastXXX
FAGR,Fagus grandifolia,American beech,BDL,BDL OTHER,70,66,0,530,7.0650048828125,NoEastXXX
FASY,Fagus sylvatica,European beech,BDL,BDL OTHER,90,66,0,530,7.0650048828125,NoEastXXX
FR,Fraxinus  species,Ash,BDL,FRPE,40,66,0,530,7.0650048828125,NoEastXXX
FRAM,Fraxinus americana,White ash,BDL,FRPE,40,66,0,530,7.0650048828125,NoEastXXX
FRCA,Fraxinus caroliniana,Carolina ash,BDL,FRPE,60,66,0,530,7.0650048828125,NoEastXXX
FRNI,Fraxinus nigra,Black ash,BDL,FRPE,60,66,0,530,7.0650048828125,NoEastXXX
FRPE,Fraxinus pennsylvanica,Green ash,BDL,FRPE,60,66,0,530,7.0650048828125,NoEastXXX
FRPES,Fraxinus pennsylvanica 'summit',Summit green ash,BDL,FRPE,60,66,0,530,7.0650048828125,NoEastXXX
GIBI,Ginkgo biloba,Ginkgo,BDL,GIBI,90,66,0,530,7.0650048828125,NoEastXXX
GIBI(F),"Gingko biloba, female",Female ginkgo,BDL,GIBI,20,66,0,530,7.0650048828125,NoEastXXX
GLTR,Gleditsia triacanthos,Honeylocust,BDL,GLTR,70,66,0,530,7.0650048828125,NoEastXXX
GYDI,Gymnocladus dioicus,Kentucky coffeetree,BDL,BDL OTHER,90,66,0,530,7.0650048828125,NoEastXXX
HADI,Halesia diptera,Two-wing silverbell,BDS,BDS OTHER,90,66,0,530,7.0650048828125,NoEastXXX
HAVI,Hamamelis virginiana,Witch hazel,BDS,BDS OTHER,80,66,0,530,7.0650048828125,NoEastXXX
HISY,Hibiscus syriacus,Rose-of-sharon,BDS,BDS OTHER,40,66,0,530,7.0650048828125,NoEastXXX
ILCA,Ilex cassine,Dahoon,BES,BES OTHER,80,66,0,530,7.0650048828125,NoEastXXX
ILOP,Ilex opaca,American holly,BES,ILOP,80,66,0,530,7.0650048828125,NoEastXXX
ILSP,Ilex  species,Holly,BES,BES OTHER,80,66,0,530,7.0650048828125,NoEastXXX
JUCI,Juglans cinerea,Butternut,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
JUNI,Juglans nigra,Black walnut,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
JURE,Juglans regia,English walnut,BDL,BDL OTHER,80,66,0,530,7.0650048828125,NoEastXXX
JUVI,Juniperus virginiana,Eastern red cedar,CEM,JUVI,60,66,0,530,7.0650048828125,NoEastXXX
KOEL,Koelreuteria elegans,Flamegold,BDS,BDS OTHER,80,66,0,530,7.0650048828125,NoEastXXX
KOPA,Koelreuteria paniculata,Goldenrain tree,BDS,BDS OTHER,80,66,0,530,7.0650048828125,NoEastXXX
LADE,Larix decidua,European larch,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
LISP,Ligustrum  species,Privet,BES,BES OTHER,80,66,0,530,7.0650048828125,NoEastXXX
LIST,Liquidambar styraciflua,Sweetgum,BDL,LIST,90,66,0,530,7.0650048828125,NoEastXXX
LITU,Liriodendron tulipifera,Tulip tree,BDL,BDL OTHER,70,66,0,530,7.0650048828125,NoEastXXX
MA1,Magnolia  species,Magnolia,BEM,BEM OTHER,70,66,0,530,7.0650048828125,NoEastXXX
MA2,Malus  species,Apple,BDS,MA2,70,66,0,530,7.0650048828125,NoEastXXX
MAAM9,Maackia amurensis,Amur maackia,BDM,BDM OTHER,70,66,0,530,7.0650048828125,NoEastXXX
MADE,Magnolia denudata,Chinese magnolia,BDS,BDS OTHER,70,66,0,530,7.0650048828125,NoEastXXX
MAGR,Magnolia grandiflora,Southern magnolia,BEM,MAGR,80,66,0,530,7.0650048828125,NoEastXXX
MAHA,Malus 'harvest gold',Crabapple harvest gold,BDS,MA2,70,66,0,530,7.0650048828125,NoEastXXX
MAIS,Malus 'Indian summer',Crabapple Indian summer,BDS,MA2,70,66,0,530,7.0650048828125,NoEastXXX
MAPU,Malus pumila,Paradise apple,BDS,MA2,40,66,0,530,7.0650048828125,NoEastXXX
MASO,Magnolia x soulangiana,Chinese magnolia; Saucer magnolia,BDS,BDS OTHER,70,66,0,530,7.0650048828125,NoEastXXX
MAST,Magnolia stellata,Star magnolia,BDS,BDS OTHER,80,66,0,530,7.0650048828125,NoEastXXX
MEGL,Metasequoia glyptostroboides,Dawn redwood,BDL,BDL OTHER,90,66,0,530,7.0650048828125,NoEastXXX
MOAL,Morus alba,White mulberry,BDM,BDM OTHER,20,66,0,530,7.0650048828125,NoEastXXX
MORU,Morus rubra,Red mulberry,BDM,BDM OTHER,20,66,0,530,7.0650048828125,NoEastXXX
MYCE,Morella cerifera,Southern bayberry,BES,BES OTHER,80,66,0,530,7.0650048828125,NoEastXXX
NYSY,Nyssa sylvatica,Black tupelo,BDM,BDM OTHER,80,66,0,530,7.0650048828125,NoEastXXX
OSVI,Ostrya virginiana,Eastern hophornbeam,BDM,BDM OTHER,80,66,0,530,7.0650048828125,NoEastXXX
PATO,Paulownia tomentosa,Royal paulownia,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
PHAM,Phellodendron amurense,Amur corktree,BDM,BDM OTHER,90,66,0,530,7.0650048828125,NoEastXXX
PHCA,Phoenix canariensis,Canary Island date palm,PEL,PHCA,70,0,133,3995,15,NoEastXXX
PI1,Picea  species,Spruce,CEL,CEL OTHER,80,66,0,530,7.0650048828125,NoEastXXX
PI2,Pinus  species,Pine,CEL,CEL OTHER,40,66,0,530,7.0650048828125,NoEastXXX
PIAB,Picea abies,Norway spruce,CEL,CEL OTHER,80,66,0,530,7.0650048828125,NoEastXXX
PIBA,Pinus banksiana,Jack pine,CEM,CEM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
PICL,Pinus clausa,Sand pine,CEM,CEM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
PICO5,Pinus contorta var. bolanderi,Bolander beach pine,CES,PICO5,20,66,0,530,7.0650048828125,NoEastXXX
PIEC,Pinus echinata,Shortleaf pine,CEL,CEL OTHER,40,66,0,530,7.0650048828125,NoEastXXX
PIGL1,Picea glauca,White spruce,CEL,CEL OTHER,80,66,0,530,7.0650048828125,NoEastXXX
PIGL2,Pinus glabra,Spruce pine,CEL,CEL OTHER,40,66,0,530,7.0650048828125,NoEastXXX
PIMA,Picea mariana,Black spruce,CEL,CEL OTHER,80,66,0,530,7.0650048828125,NoEastXXX
PINI,Pinus nigra,Austrian pine,CEL,CEL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
PIPUGL,Picea pungens 'glauca',Blue spruce,CEL,CEL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
PIRI,Pinus rigida,Pitch pine,CEL,CEL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
PISE,Pinus serotina,Pond pine,CEL,CEL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
PIST,Pinus strobus,Eastern white pine,CEL,PIST,70,66,0,530,7.0650048828125,NoEastXXX
PISY,Pinus sylvestris,Scotch pine,CEL,CEL OTHER,40,66,0,530,7.0650048828125,NoEastXXX
PITA,Pinus taeda,Loblolly pine,CEL,CEL OTHER,40,66,0,530,7.0650048828125,NoEastXXX
PITH,Pinus thunbergiana,Japanese black pine,CEL,CEL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
PLAC,Platanus hybrida,London planetree,BDL,PLAC,80,66,0,530,7.0650048828125,NoEastXXX
PLOC,Platanus occidentalis,American sycamore,BDL,PLAC,60,66,0,530,7.0650048828125,NoEastXXX
PO,Populus  species,Cottonwood,BDL,BDL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
POAL,Populus alba,White poplar,BDL,BDL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
POBA,Populus balsamifera,Balsam poplar,BDL,BDL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
POCA,Populus x canescens,Gray poplar,BDL,BDL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
PODE,Populus deltoides,Eastern cottonwood,BDL,BDL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
POGR,Populus grandidentata,Bigtooth aspen,BDL,BDL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
PONI,Populus nigra,Black poplar,BDL,BDL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
PONIIT,Populus nigra 'italica',Lombardy poplar,BDL,BDL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
POTR1,Populus tremuloides,Quaking aspen,BDL,BDL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
POTR2,Populus balsamifera ssp. trichocarpa,Black cottonwood,BDL,BDL OTHER,20,66,0,530,7.0650048828125,NoEastXXX
PR,Prunus  species,Plum,BDS,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PR2,Prestoea  species,Prestoea,PES,PES OTHER,70,0,24,540,15,NoEastXXX
PRAM,Prunus americana,American plum,BDS,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PRAV,Prunus avium,Sweet cherry,BDM,PRSE2,60,66,0,530,7.0650048828125,NoEastXXX
PRCA,Prunus caroliniana,Carolina laurelcherry,BES,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PRCE,Prunus cerasifera,Cherry plum,BDS,PRSE2,20,66,0,530,7.0650048828125,NoEastXXX
PRCI,Prunus x cistena,Purpleleaf sand cherry,BDS,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PRMA,Prunus maackii,Amur chokecherry,BDS,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PRPE1,Prunus pensylvanica,Pin cherry,BDS,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PRPE2,Prunus persica,Peach,BDS,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PRSA,Prunus sargentii,Sargent cherry,BDS,PRSE2,60,66,0,530,7.0650048828125,NoEastXXX
PRSE1,Prunus serotina,Black cherry,BDL,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PRSE2,Prunus serrulata,Kwanzan cherry,BDS,PRSE2,60,66,0,530,7.0650048828125,NoEastXXX
PRSU,Prunus subhirtella,Higan cherry,BDS,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PRTR,Prunus triloba,Flowering plum,BDS,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PRVI,Prunus virginiana,Common chokecherry,BDS,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PRVISH,Prunus virginiana 'Shubert',Shubert chokecherry,BDS,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PRYE,Prunus yedoensis,Yoshino flowering cherry,BDS,PRSE2,40,66,0,530,7.0650048828125,NoEastXXX
PSME,Pseudotsuga menziesii,Douglas fir,CEL,CEL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
PTTR,Ptelea trifoliata,Common hoptree,BDS,BDS OTHER,40,66,0,530,7.0650048828125,NoEastXXX
PYCA,Pyrus calleryana,Callery pear,BDS,PYCA,40,66,0,530,7.0650048828125,NoEastXXX
PYCAAR,Pyrus calleryana 'Aristocrat',Aristocrat callery pear,BDS,PYCA,70,66,0,530,7.0650048828125,NoEastXXX
PYCO,Pyrus communis,Common pear,BDS,PYCA,40,66,0,530,7.0650048828125,NoEastXXX
QU,Quercus  species,Oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QUAC,Quercus acutissima,Sawtooth oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QUAL,Quercus alba,White oak,BDL,QUPA,100,66,0,530,7.0650048828125,NoEastXXX
QUAU,Quercus austrina,Bluff oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QUBI,Quercus bicolor,Swamp white oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QUCO,Quercus coccinea,Scarlet oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QUEL,Quercus ellipsoidalis,Northern pin oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QUFA,Quercus falcata,Southern red oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QUIM,Quercus imbricaria,Shingle oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QULY,Quercus lyrata,Overcup oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QUMA1,Quercus macrocarpa,Bur oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QUMA2,Quercus marilandica,Blackjack oak,BDL,QUPA,40,66,0,530,7.0650048828125,NoEastXXX
QUMU,Quercus muehlenbergii,Chinkapin oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QUNI,Quercus nigra,Water oak,BDL,QUPA,80,66,0,530,7.0650048828125,NoEastXXX
QUPA,Quercus palustris,Pin oak,BDL,QUPA,40,66,0,530,7.0650048828125,NoEastXXX
QUPAFA,Quercus palustris fastigiata,Fastigiate pin oak,BDL,QUPA,40,66,0,530,7.0650048828125,NoEastXXX
QUPH,Quercus phellos,Willow oak,BDL,QUPH,80,66,0,530,7.0650048828125,NoEastXXX
QUPR,Quercus prinus,Chestnut oak,BDL,QURU,80,66,0,530,7.0650048828125,NoEastXXX
QURO,Quercus robur,English oak,BDL,QURU,80,66,0,530,7.0650048828125,NoEastXXX
QURU,Quercus rubra,Northern red oak,BDL,QURU,100,66,0,530,7.0650048828125,NoEastXXX
QUSH,Quercus shumardii,Shumard oak,BDL,QURU,80,66,0,530,7.0650048828125,NoEastXXX
QUST,Quercus stellata,Post oak,BDL,QURU,80,66,0,530,7.0650048828125,NoEastXXX
QUVE,Quercus velutina,Black oak,BDL,QURU,60,66,0,530,7.0650048828125,NoEastXXX
QUVI,Quercus virginiana,Live oak,BDL,QURU,80,66,0,530,7.0650048828125,NoEastXXX
RHGL,Rhus glabra,Smooth sumac,BDS,BDS OTHER,40,66,0,530,7.0650048828125,NoEastXXX
RHTY,Rhus hirta,Staghorn sumac,BDS,BDS OTHER,40,66,0,530,7.0650048828125,NoEastXXX
ROPS,Robinia pseudoacacia,Black locust,BDL,BDL OTHER,60,66,0,530,7.0650048828125,NoEastXXX
SA,Salix  species,Willow,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
SAAL,Sassafras albidum,Sassafras,BDM,BDM OTHER,60,66,0,530,7.0650048828125,NoEastXXX
SABA,Salix x sepulcralis Simonkai,Weeping willow,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
SAMA,Salix matsudana,Corkscrew willow,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
SANI,Salix nigra,Black willow,BDM,BDM OTHER,40,66,0,530,7.0650048828125,NoEastXXX
SAPA,Sabal palmetto,Cabbage palmetto,PEM,SAPA,90,0,4,90,15,NoEastXXX
SESE,Sequoia sempervirens,Coast redwood,CEL,CEL OTHER,70,66,0,530,7.0650048828125,NoEastXXX
SOAM,Sorbus americana,American mountain ash,BDS,BDS OTHER,40,66,0,530,7.0650048828125,NoEastXXX
SOAU,Sorbus aucuparia,European mountain ash,BDS,BDS OTHER,40,66,0,530,7.0650048828125,NoEastXXX
SOJA,Sophora japonica,Japanese pagoda tree,BDM,BDM OTHER,80,66,0,530,7.0650048828125,NoEastXXX
STJA,Styrax japonicus,Japanese snowbell,BDM,BDM OTHER,90,66,0,530,7.0650048828125,NoEastXXX
SYRE,Syringa reticulata,Japanese tree lilac,BDS,BDS OTHER,60,66,0,530,7.0650048828125,NoEastXXX
TA,Taxus  species,Yew,CES,CES OTHER,80,66,0,530,7.0650048828125,NoEastXXX
TADI,Taxodium distichum,Baldcypress,BDL,BDL OTHER,80,66,0,530,7.0650048828125,NoEastXXX
THOC,Thuja occidentalis,Northern white cedar,CEM,CEM OTHER,80,66,0,530,7.0650048828125,NoEastXXX
TI,Tilia  species,Basswood,BDL,TITO,80,66,0,530,7.0650048828125,NoEastXXX
TIAM,Tilia americana,American basswood,BDL,TITO,80,66,0,530,7.0650048828125,NoEastXXX
TICO,Tilia cordata,Littleleaf linden,BDM,TICO,80,66,0,530,7.0650048828125,NoEastXXX
TICOGR,Tilia cordata 'greenspire',Greenspire littleleaf linden,BDM,TICO,80,66,0,530,7.0650048828125,NoEastXXX
TIPL,Tilia platyphyllos,Bigleaf linden,BDL,TITO,80,66,0,530,7.0650048828125,NoEastXXX
TITO,Tilia tomentosa,Silver linden,BDL,TITO,80,66,0,530,7.0650048828125,NoEastXXX
TSCA,Tsuga canadensis,Eastern hemlock,CEM,CEM OTHER,60,66,0,530,7.0650048828125,NoEastXXX
