SpeciesCode,ScientificName,CommonName,Tree Type,SppValueAssignment,Species Rating (%),Basic Price ($/sq in),Palm Trunk Cost($/ft),Replacement Cost ($),TAr (sq Inches),region
BEL OTHER,Broadleaf Evergreen Large,BEL OTHER,BEL,QUAG,70,66,0,530,7.0650048828125,PacfNWLOG
BEM OTHER,Broadleaf Evergreen Medium,BEM OTHER,BEM,ILOP,20,66,0,530,7.0650048828125,PacfNWLOG
BES OTHER,Broadleaf Evergreen Small,BES OTHER,BES,PYKA,70,66,0,530,7.0650048828125,PacfNWLOG
CEL OTHER,Conifer Evergreen Large,CEL OTHER,CEL,PSME,85,66,0,530,7.0650048828125,PacfNWLOG
CEM OTHER,Conifer Evergreen Medium,CEM OTHER,CEM,CADE2,85,66,0,530,7.0650048828125,PacfNWLOG
CES OTHER,Conifer Evergreen Small,CES OTHER,CES,PICO5,70,66,0,530,7.0650048828125,PacfNWLOG
PEL OTHER,Palm Evergreen Large,PEL OTHER,PEL,PHCA,70,0,24,540,15,PacfNWLOG
PEM OTHER,Palm Evergreen Medium,PEM OTHER,PEM,PHDA4,70,0,24,540,15,PacfNWLOG
PES OTHER,Palm Evergreen Small,PES OTHER,PES,WARO,70,0,24,540,15,PacfNWLOG
ACCO,Acacia confusa,Formosan koa,BEM,BEM OTHER,70,56,0,890.176,15.896,TropicPacXXX
ACKO,Acacia koa,Koa,BEL,BEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
ACWR,Acoelorraphe wrightii,Silver saw palmetto,PES,PES OTHER,70,0,50,900,15,TropicPacXXX
AGVI14,Agathis vitiensis,Nandu,CEL,CEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
ALJU,Albizia julibrissin,Mimosa,BDM,BDM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
ALLE,Albizia lebbeck,Siris tree,BDL,BDL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
ALMO,Aleurites moluccana,Kukui,BEL,BEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
AMNO4,Amherstia nobilis,Pride of Burma,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
ANIM,Andira inermis,Partridgewood,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
ANMU,Annona muricata,Soursop,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
ANRE,Annona reticulata,Custard apple,BDM,BDM OTHER,70,56,0,890.176,15.896,TropicPacXXX
ANSQ,Annona squamosa,Sugar apple,BDS,BDS OTHER,70,56,0,890.176,15.896,TropicPacXXX
ARCO24,Araucaria columnaris,Cook-pine,CEL,CEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
ARHE,Araucaria heterophylla,Norfolk Island pine,CEL,CEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
ARAL,Archontophoenix alexandrae,Alexandra palm,PES,PES OTHER,90,0,50,1550,15,TropicPacXXX
ARCU,Archontophoenix cunninghamiana,Bangalow palm,PES,PES OTHER,70,0,50,1350,15,TropicPacXXX
ARAL2,Artocarpus altilis,Ulu,BEL,BEL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
ARHE2,Artocarpus heterophyllus,Jack fruit,BEL,BEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
AVBI,Averrhoa bilimbi,Cucumber tree,BEL,BEL OTHER,70,128,0,904.320625,7.0650048828125,TropicPacXXX
AVCA,Averrhoa carambola,Star fruit,BES,BES OTHER,70,128,0,904.320625,7.0650048828125,TropicPacXXX
AZIN2,Azadirachta indica,Neem tree,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
BAHO3,Bauhinia hookeri,Orchid tree 'hookeri',BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
BAPU,Bauhinia purpurea,Orchid tree 'purpurea',BEM,BEM OTHER,70,56,0,890.176,15.896,TropicPacXXX
BA13,Bauhinia species,Orchid tree,BEM,BEM OTHER,70,56,0,890.176,15.896,TropicPacXXX
BAVA,Bauhinia variegata,"Orchid tree, variegated",BEM,BEM OTHER,70,56,0,890.176,15.896,TropicPacXXX
BABL,Bauhinia x blakeana,Hong Kong orchid tree,BES,BABL,70,32,0,904.320625,28.26001953125,TropicPacXXX
BERE,Beaucarnea recurvata,Ponytail,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
BIOR,Bixa orellana,Lipstick plant,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
BOSP8,Bolusanthus speciosus,Tree wisteria,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
BO9,Bougainvillea species,Bouganvillea,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
BUBU,Bucida buceras,Geometry tree,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
BUCA,Butia capitata,Jelly palm,PEM,PEM OTHER,70,0,50,900,15,TropicPacXXX
CACI,Callistemon citrinus,Red bottlebrush,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
CARI9,Callistemon rigidus,Stiff bottlebrush,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
CAVI,Callistemon viminalis,Weeping bottlebrush,BEM,BEM OTHER,70,56,0,890.176,15.896,TropicPacXXX
CAIN4,Calophyllum inophyllum,Kamani,BEM,CAIN4,90,32,0,904.320625,28.26001953125,TropicPacXXX
CACA73,Calycophyllum candidissimum,Lemonwood,BDL,BDL OTHER,70,56,0,890.176,15.896,TropicPacXXX
CAPA3,Carica papaya,Papaya,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
CAMA37,Carissa macrocarpa,Natal plum,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
CAMI36,Caryota mitis,Fishtail palm,PES,PES OTHER,70,0,50,900,15,TropicPacXXX
CAFI,Cassia fistula,Golden shower,BDM,CANE33,90,56,0,890.176,15.896,TropicPacXXX
CAGR11,Cassia grandis,Pink shower,BDL,BDL OTHER,90,56,0,890.176,15.896,TropicPacXXX
CARO,Cassia javanica,Pink and white shower,BDM,CANE33,90,56,0,890.176,15.896,TropicPacXXX
CANE33,Cassia x nealiae,Rainbow shower tree,BDM,CANE33,90,56,0,890.176,15.896,TropicPacXXX
CAEQ,Casuarina equisetifolia,Ironwood,BEL,CAEQ,70,32,0,904.320625,28.26001953125,TropicPacXXX
CALO,Catalpa longissima,Yokewood,BEL,BEL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
CESI3,Ceratonia siliqua,Kelakid,BEL,BEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
CHHU,Chamaerops humilis,European fan palm,PES,PES OTHER,70,0,50,900,15,TropicPacXXX
CHSP,Chorisia speciosa,Floss-silk tree,BDL,BDL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
CHOL,Chrysophyllum oliviforme,Satinleaf,BEM,BEM OTHER,70,56,0,890.176,15.896,TropicPacXXX
CICA,Cinnamomum camphora,Camphor tree,BEL,BEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
CIVE2,Cinnamomum verum,Cinnamon,BEM,BEM OTHER,70,56,0,890.176,15.896,TropicPacXXX
CISP2,Citharexylum spinosum,Fiddlewood,BEM,CISP2,50,32,0,904.320625,28.26001953125,TropicPacXXX
CILI,Citrus limon,Lemi,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
CIGR,Citrus maxima,Pummelo,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
CIRE3,Citrus reticulata,Mandarin orange,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
CISI,Citrus sinensis,Kona orange,BEM,BEM OTHER,70,56,0,890.176,15.896,TropicPacXXX
CISP,Citrus species,Citrus,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
CIPA,Citrus X paradisi,Grapefruit,BEL,BEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
CLRO,Clusia rosea,Autograph tree,BES,BES OTHER,90,56,0,890.176,15.896,TropicPacXXX
COUV,Coccoloba uvifera,Sea-grape,BES,BES OTHER,90,56,0,890.176,15.896,TropicPacXXX
COVI,Cochlospermum vitifolium,Buttercup tree,BDL,BDL OTHER,70,56,0,890.176,15.896,TropicPacXXX
CONU,Cocos nucifera,Coconut palm,PEL,CONU,90,0,50,1550,15,TropicPacXXX
CORA13,Colvillea racemosa,Colville's glory,BEM,BEM OTHER,90,56,0,890.176,15.896,TropicPacXXX
COERA2,Conocarpus erectus var. argenteus,Silver buttonwood,BES,COERA2,90,56,0,890.176,15.896,TropicPacXXX
COSE2,Cordia sebestena,Geiger tree,BES,COSU2,90,56,0,890.176,15.896,TropicPacXXX
COSU2,Cordia subcordata,Kou,BEL,COSU2,70,56,0,890.176,15.896,TropicPacXXX
COUT,Corypha utan,Buri palm,PEL,PEL OTHER,90,0,50,1350,15,TropicPacXXX
COCO1,Cotinus coggygria,Smoketree,BDS,BDS OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
CRCU,Crescentia cujete,Calabash tree,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
CUAN,Cupaniopsis anacardioides,Carrotwood,BEM,BEM OTHER,90,56,0,890.176,15.896,TropicPacXXX
CUSE,Cupressus sempervirens,Italian cypress,CEL,CEL OTHER,50,56,0,890.176,15.896,TropicPacXXX
CU,Cupressus species,Cypress,CEL,CEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
CYRE11,Cycas revoluta,Sago palm,PES,PES OTHER,70,0,50,900,15,TropicPacXXX
DA2,Dalbergia species,Sissoo,BDL,BDL OTHER,70,56,0,890.176,15.896,TropicPacXXX
DERE,Delonix regia,Royal poinciana,BDS,DERE,70,32,0,904.320625,28.26001953125,TropicPacXXX
DR,Dracaena species,,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
DYDE2,Dypsis decaryi,Triangle palm,PES,PES OTHER,70,0,50,1350,15,TropicPacXXX
CHLU,Dypsis lutescens,Areca palm,PES,PES OTHER,70,0,50,1350,15,TropicPacXXX
ELOR2,Elaeodendron orientale,False olive,BES,ELOR2,90,56,0,890.176,15.896,TropicPacXXX
ENCY,Enterolobium cyclocarpum,Earpod,BDL,BDL OTHER,50,24,0,923.160625,38.46501953125,TropicPacXXX
ERJA,Eriobotrya japonica,Loquat,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
ERCR,Erythrina crista-galli,Coral tree,BEM,BEM OTHER,70,56,0,890.176,15.896,TropicPacXXX
ERSA11,Erythrina sandwicensis,Wiliwili,BDL,BDL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
ER15,Erythrina species,Coral tree species,BDL,BDL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
ERVA7,Erythrina variegata,Indian coral tree,BDL,BDL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
ERVAO,Erythrina variegata v. orientalis,"Indian coral tree, oriental",BDL,BDL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
EUCI2,Eucalyptus citriodora,Lemon-scented gum,BEL,BEL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
EUDE,Eucalyptus deglupta,Mindanao gum,BEL,BEL OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
EURO,Eucalyptus robusta,Swamp mahagony,BEL,BEL OTHER,50,24,0,923.160625,38.46501953125,TropicPacXXX
EU1,Eucalyptus species,Eucalyptus,BEL,BEL OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
EUUN2,Eugenia uniflora,Surinam-cherry,BEM,BEM OTHER,70,56,0,890.176,15.896,TropicPacXXX
EUTI,Euphorbia tirucalli,Pencil tree,BDS,BDS OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
FABE,Fagraea berteroana,Pua kenikeni,BEL,BEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
ALFA,Falcataria moluccana,Moluccan albizia,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
FIBE2,Ficus benghalensis,Indian banyan,BEL,FIBE,70,24,0,923.160625,38.46501953125,TropicPacXXX
FIBE,Ficus benjamina,Benjamin fig,BEL,FIBE,70,24,0,923.160625,38.46501953125,TropicPacXXX
FICA,Ficus carica,Common fig,BDS,FIBE,70,24,0,923.160625,38.46501953125,TropicPacXXX
FIEL,Ficus elastica,Indian rubber tree,BEL,FIBE,70,24,0,923.160625,38.46501953125,TropicPacXXX
FILY,Ficus lyrata,Fiddle-leaf fig,BEL,FIBE,50,32,0,904.320625,28.26001953125,TropicPacXXX
FIMA2,Ficus macrophylla,Moreton Bay fig,BEM,FIBE,70,24,0,923.160625,38.46501953125,TropicPacXXX
FIMI2,Ficus microcarpa,Chinese banyan,BEL,FIBE,50,24,0,923.160625,38.46501953125,TropicPacXXX
FIRE3,Ficus religiosa,Bo tree,BEL,FIBE,70,24,0,923.160625,38.46501953125,TropicPacXXX
FI1,Ficus species,Banyan,BEL,FIBE,70,24,0,923.160625,38.46501953125,TropicPacXXX
FIVI3,Ficus virens,Ara,BDL,FIBE,70,24,0,923.160625,38.46501953125,TropicPacXXX
FIDE6,Filicium decipiens,Fern tree,BEM,FIDE6,70,56,0,890.176,15.896,TropicPacXXX
FRUH,Fraxinus uhdei,Tropical ash,BDL,BDL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
GA2,Gardenia species,Gardenia,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
GRRO,Grevillea robusta,Silky-oak,BEL,BEL OTHER,50,56,0,890.176,15.896,TropicPacXXX
GUOF,Guaiacum officinale,Lignum-vitae,BES,BES OTHER,90,128,0,904.320625,7.0650048828125,TropicPacXXX
HACA3,Harpephyllum caffrum,Kaffir-plum,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
HAPE7,Harpullia pendula,Tulipwood,BES,BES OTHER,90,56,0,890.176,15.896,TropicPacXXX
HELI9,Heritiera littoralis,Looking-glass tree,BEL,BEL OTHER,90,56,0,890.176,15.896,TropicPacXXX
HENY,Hernandia nymphaeifolia,Jack in the box tree,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
HISP,Hibiscus species,Hibiscus,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
HITI,Hibiscus tiliaceus,Hau,BDM,BDM OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
HUCR,Hura crepitans,Sandbox tree,BDL,BDL OTHER,70,56,0,890.176,15.896,TropicPacXXX
HYLA15,Hyophorbe lagenicaulis,Bottle palm,PES,PES OTHER,70,0,50,900,15,TropicPacXXX
HYVE9,Hyophorbe verschaffeltii,Spindle palm,PES,PES OTHER,70,0,50,900,15,TropicPacXXX
ILPA2,Ilex paraguariensis,Paraguay-tea,BES,ILPA2,70,32,0,904.320625,28.26001953125,TropicPacXXX
JAMI,Jacaranda mimosifolia,Jacaranda,BDM,BDM OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
JAIN,Jatropha integerrima,Jatropha,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
JUCH,Juniperus chinensis,Chinese juniper,CEL,CEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
JUCHS6,Juniperus chinensis 'Torulosa',Hollywood juniper,CEL,CEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
KOEL,Koelreuteria elegans,Goldenrain tree,BDM,BDM OTHER,70,56,0,890.176,15.896,TropicPacXXX
LAIN,Lagerstroemia indica,Crapemyrtle,BDS,BDS OTHER,70,56,0,890.176,15.896,TropicPacXXX
LASP,Lagerstroemia speciosa,Giant crapemyrtle,BDL,LASP,70,56,0,890.176,15.896,TropicPacXXX
LAPA,Lagunaria patersonii,Primrose tree,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
LELE,Leucaena leucocephala,Koa haole,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
LIJA,Ligustrum japonicum,Japanese privet,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
LICH4,Litchi chinensis,Litchi,BEL,BEL OTHER,90,56,0,890.176,15.896,TropicPacXXX
LICH,Livistona chinensis,Chinese fan palm,PES,PES OTHER,70,0,50,1350,15,TropicPacXXX
MAIN8,Macadamia integrifolia,Macadamia nut,BEL,BEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
MAGR,Magnolia grandiflora,Magnolia,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
MAIN,Mangifera indica,Mango,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
MAZA,Manilkara zapota,Sapodilla,BEL,BEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
MEQU,Melaleuca quinquenervia,Paperbark,BEL,MEQU,70,32,0,904.320625,28.26001953125,TropicPacXXX
MEAZ,Melia azedarach,Pride-of-India,BDL,BDL OTHER,50,56,0,890.176,15.896,TropicPacXXX
MEPO5,Metrosideros polymorpha,Ohi'a lehua,BEL,BEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
MICA21,Mimusops caffra,Red milkwood,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
MOCI3,Morinda citrifolia,Noni,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
MOOL,Moringa oleifera,Horseradish tree,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
MONI,Morus nigra,Black mulberry,BDS,BDS OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
MO,Morus species,Mulberry,BDS,BDS OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
MUPA4,Murraya paniculata,Mock orange,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
MU5,Musa species,Banana,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
NEOL,Nerium oleander,Oleander,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
NOEM,Noronhia emarginata,Madagascar-olive,BEL,BEL OTHER,90,56,0,890.176,15.896,TropicPacXXX
OCSE2,Ochna serrulata,Mickey Mouse plant,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
OCEL,Ochrosia elliptica,New Caledonia tree,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
OLEU,Olea europaea,Olive,BEL,BEL OTHER,90,56,0,890.176,15.896,TropicPacXXX
ORCO9,Orbignya cohune,Cohune palm,PEL,PEL OTHER,90,0,50,1350,15,TropicPacXXX
PASP,Palm species,Palm,PEM,PEM OTHER,70,0,50,1350,15,TropicPacXXX
PATE2,Pandanus tectorius,Hala,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
PACE8,Parmentiera cereifera,Candle tree,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
PEPT,Peltophorum pterocarpum,Yellow poinciana,BEL,BEL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
PEAM,Persea americana,Avocado,BEL,BEL OTHER,50,56,0,890.176,15.896,TropicPacXXX
PHCA,Phoenix canariensis,Canary Island date palm,PEL,PEL OTHER,90,0,50,1350,15,TropicPacXXX
PHDA4,Phoenix dactylifera,Date palm,PEM,PHDA4,70,0,50,1350,15,TropicPacXXX
PHRO,Phoenix roebelenii,Dwarf date palm,PES,PES OTHER,70,0,50,900,15,TropicPacXXX
PH7,Phoenix species,Date palm species,PEM,PEM OTHER,70,0,50,1350,15,TropicPacXXX
PIDI3,Pimenta dioica,Allspice,BEL,BEL OTHER,90,56,0,890.176,15.896,TropicPacXXX
PIRA2,Pimenta racemosa,Bay-rum tree,BEL,BEL OTHER,90,56,0,890.176,15.896,TropicPacXXX
PIBR2,Pinus brutia,Turkish pine; east mediterranean pine,CEM,PIBR2,50,56,0,890.176,15.896,TropicPacXXX
PICO5,Pinus contorta var. bolanderi,Bolander beach pine,CES,PICO5,50,56,0,890.176,15.896,TropicPacXXX
PIPI2,Pinus pinea,Umbrella pine,CEL,CEL OTHER,50,56,0,890.176,15.896,TropicPacXXX
PIRA,Pinus radiata,Monterey pine,CEL,PIRA,50,56,0,890.176,15.896,TropicPacXXX
PI2,Pinus species,Pine,CEL,CEL OTHER,50,56,0,890.176,15.896,TropicPacXXX
PITH,Pinus thunbergiana,Japanese black pine,CEL,CEL OTHER,50,56,0,890.176,15.896,TropicPacXXX
PIDU,Pithecellobium dulce,Opiuma,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
PIAR9,Pittosporum arborescens,Pittosporum,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
PIPE8,Pittosporum pentandrum,Mamalis,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
PI23,Pittosporum species,Pittosporum species,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
PLOR80,Platycladus orientalis,Oriental arborvitae,CEL,CEL OTHER,70,56,0,890.176,15.896,TropicPacXXX
PLPI4,Platymiscium pinnatum,Chachimbo,BDL,BDL OTHER,70,56,0,890.176,15.896,TropicPacXXX
PL13,Plumeria species,Plumeria,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
PONE21,Podocarpus neriifolius,Brown pine,CEL,CEL OTHER,90,56,0,890.176,15.896,TropicPacXXX
PO3,Podocarpus species,Podocarpus,CEL,CEL OTHER,90,56,0,890.176,15.896,TropicPacXXX
POUS2,Podocarpus usambarensis,East African yellow wood,CEL,CEL OTHER,90,56,0,890.176,15.896,TropicPacXXX
POLO21,Polyalthia longifolia,Cemetery tree,BDL,BDL OTHER,70,56,0,890.176,15.896,TropicPacXXX
PRPA11,Pritchardia pacifica,Fiji fan palm,PES,PES OTHER,70,0,50,900,15,TropicPacXXX
PRPA2,Prosopis pallida,Kiawe,BEL,BEL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
PSEL5,Pseudobombax ellipticum,Shaving brush tree,BDL,BDL OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
PSCA,Psidium cattleianum,Strawberry guava,BES,BES OTHER,70,56,0,890.176,15.896,TropicPacXXX
PSGU,Psidium guajava,Guava,BEM,BEM OTHER,70,56,0,890.176,15.896,TropicPacXXX
PTIN,Pterocarpus indicus,Narra,BDL,BDL OTHER,90,32,0,904.320625,28.26001953125,TropicPacXXX
PTMA8,Ptychosperma macarthurii,Macarthur palm,PES,PES OTHER,70,0,50,1350,15,TropicPacXXX
RAMA,Ravenala madagascariensis,Traveller's palm,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
RORE2,Roystonea regia,Cuban royal palm,PEM,PEM OTHER,90,0,50,1550,15,TropicPacXXX
SAMA,Salix matsudana,Weeping willow,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
PISA2,Samanea saman,Monkeypod,BDL,PISA2,70,56,0,890.176,15.896,TropicPacXXX
BRAC,Schefflera actinophylla,Octopus tree,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
SCPU18,Schefflera pueckleri,Mallet flower,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
SCMO,Schinus molle,Pepper tree,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
SCTE,Schinus terebinthifolius,Christmas berry,BDS,BDS OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
SESU4,Senna surattensis,Scrambled egg tree,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
SEGR5,Sesbania grandiflora,Sesban,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
SPCA,Spathodea campanulata,African-tulip tree,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
SWMA,Swietenia mahagoni,West Indian mahogany,BEL,SWMA,70,56,0,890.176,15.896,TropicPacXXX
SYCO,Syagrus coronata,Licury palm,PEM,PEM OTHER,70,0,50,1350,15,TropicPacXXX
SYRO,Syagrus romanzoffiana,Queen palm,PEL,PEL OTHER,70,0,50,1350,15,TropicPacXXX
SYJA,Syzygium jambos,Rose-apple,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
TAAR,Tabebuia aurea,Silver trumpet tree,BEL,TAAR,70,56,0,890.176,15.896,TropicPacXXX
TABA2,Tabebuia bahamensis,White dwarf tabebuia,BDS,TACH,70,32,0,904.320625,28.26001953125,TropicPacXXX
TACH,Tabebuia ochracea subsp. neochrysantha,Golden trumpet tree,BEL,TACH,70,56,0,890.176,15.896,TropicPacXXX
TADO2,Tabebuia donnell-smithii,Gold tree,BDL,TACH,70,56,0,890.176,15.896,TropicPacXXX
TAPA,Tabebuia heterophylla,Pink tecoma,BEL,TAPA,70,24,0,923.160625,38.46501953125,TropicPacXXX
TAIM,Tabebuia impetiginosa,Amapa rosa,BDL,TAAR,70,56,0,890.176,15.896,TropicPacXXX
TASP,Tabebuia species,Trumpet tree,BDL,TAAR,70,56,0,890.176,15.896,TropicPacXXX
TAPA13,Tabernaemontana pandacaqui,Bitter bark,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
TAIN,Tamarindus indica,Busbusilak,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
TECA,Terminalia catappa,False kamani,BDL,BDL OTHER,70,56,0,890.176,15.896,TropicPacXXX
THPU,Thespesia populnea,Milo,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
THPE3,Thevetia peruviana,Be-still tree,BES,BES OTHER,70,32,0,904.320625,28.26001953125,TropicPacXXX
TITU,Tipuana tipu,Pride of Bolivia,BDL,BDL OTHER,70,56,0,890.176,15.896,TropicPacXXX
TOAR2,Tournefortia argentea,Tree heliotrope,BEM,BEM OTHER,50,32,0,904.320625,28.26001953125,TropicPacXXX
VEME,Veitchia merrillii,Manila palm,PES,VEME,70,0,50,1350,15,TropicPacXXX
VIPA6,Vitex parviflora,Molave,BEL,BEL OTHER,70,24,0,923.160625,38.46501953125,TropicPacXXX
WARO,Washingtonia robusta,Mexican washingtonia,PES,PES OTHER,90,0,50,1550,15,TropicPacXXX
BDL OTHER,Broadleaf Deciduous Large Other,Broadleaf Deciduous Large Other,BDL,PISA2,70,56,0,890.176,15.896,TropicPacXXX
BDM OTHER,Broadleaf Deciduous Medium Other,Broadleaf Deciduous Medium Other,BDM,CANE33,90,56,0,890.176,15.896,TropicPacXXX
BDS OTHER,Broadleaf Deciduous Small Other,Broadleaf Deciduous Small Other,BDS,DERE,70,32,0,904.320625,28.26001953125,TropicPacXXX
BEL OTHER,Broadleaf Evergreen Large Other,Broadleaf Evergreen Large Other,BEL,FIBE,70,24,0,923.160625,38.46501953125,TropicPacXXX
BEM OTHER,Broadleaf Evergreen Medium Other,Broadleaf Evergreen Medium Other,BEM,CISP2,50,32,0,904.320625,28.26001953125,TropicPacXXX
BES OTHER,Broadleaf Evergreen Small Other,Broadleaf Evergreen Small Other,BES,BABL,70,32,0,904.320625,28.26001953125,TropicPacXXX
CEL OTHER,Conifer Evergreen Large Other,Conifer Evergreen Large Other,CEL,PIRA,50,56,0,890.176,15.896,TropicPacXXX
CEM OTHER,Conifer Evergreen Medium Other,Conifer Evergreen Medium Other,CEM,PIBR2,50,56,0,890.176,15.896,TropicPacXXX
CES OTHER,Conifer Evergreen Small Other,Conifer Evergreen Small Other,CES,PICO5,50,56,0,890.176,15.896,TropicPacXXX
PEL OTHER,Palm Evergreen Large Other,Palm Evergreen Large Other,PEL,CONU,90,0,50,1550,15,TropicPacXXX
